REF_DATE,Provinces,DGUID,TypeIndex,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,ValueIndex,STATUS,SYMBOL,TERMINATED,DECIMALS
1986-04-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,38.6,,,,1
1986-04-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,30.3,,,,1
1986-04-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,28.6,,,,1
1986-04-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,80.3,,,,1
1986-05-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,53,,,,1
1986-05-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1986-05-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,50.1,,,,1
1986-05-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,76.1,,,,1
1986-05-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,41.2,,,,1
1986-05-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,35,,,,1
1986-05-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,31.1,,,,1
1986-05-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,38.7,,,,1
1986-05-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,30.6,,,,1
1986-05-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,28.7,,,,1
1986-05-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,80.5,,,,1
1986-06-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,53.1,,,,1
1986-06-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1986-06-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,50.1,,,,1
1986-06-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,76.1,,,,1
1986-06-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,41.4,,,,1
1986-06-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,35.4,,,,1
1986-06-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,31.2,,,,1
1986-06-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,38.8,,,,1
1986-06-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,30.6,,,,1
1986-06-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,28.8,,,,1
1986-06-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,80.2,,,,1
1986-07-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,53.1,,,,1
1986-07-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1986-07-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,50.1,,,,1
1986-07-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,76.1,,,,1
1986-07-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,41.6,,,,1
1986-07-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,35.9,,,,1
1986-07-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,31.2,,,,1
1986-07-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,38.8,,,,1
1986-07-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,30.6,,,,1
1986-07-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,28.8,,,,1
1986-07-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,80.1,,,,1
1986-08-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,53.4,,,,1
1986-08-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1986-08-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,50.3,,,,1
1986-08-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,76.5,,,,1
1986-08-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,42.2,,,,1
1986-08-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,36.6,,,,1
1986-08-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,31.3,,,,1
1986-08-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,39.2,,,,1
1986-08-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,30.7,,,,1
1986-08-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,28.9,,,,1
1986-08-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,79.6,,,,1
1986-09-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,53.5,,,,1
1986-09-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1986-09-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,50.5,,,,1
1986-09-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,76.5,,,,1
1986-09-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,42.8,,,,1
1986-09-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,37.9,,,,1
1986-09-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,31.4,,,,1
1986-09-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,39.3,,,,1
1986-09-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,30.8,,,,1
1986-09-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,28.9,,,,1
1986-09-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,80.3,,,,1
1986-10-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,53.5,,,,1
1986-10-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1986-10-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,50.5,,,,1
1986-10-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,76.5,,,,1
1986-10-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,43.2,,,,1
1986-10-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,38.7,,,,1
1986-10-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,31.4,,,,1
1986-10-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,39.3,,,,1
1986-10-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,30.9,,,,1
1986-10-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,29,,,,1
1986-10-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,80.3,,,,1
1986-11-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,53.7,,,,1
1986-11-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1986-11-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,50.9,,,,1
1986-11-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,76.5,,,,1
1986-11-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,43.9,,,,1
1986-11-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,39.7,,,,1
1986-11-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,31.5,,,,1
1986-11-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,39.5,,,,1
1986-11-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,31.1,,,,1
1986-11-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,29,,,,1
1986-11-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,80.2,,,,1
1986-12-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,53.9,,,,1
1986-12-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1986-12-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,51,,,,1
1986-12-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,76.5,,,,1
1986-12-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,44.1,,,,1
1986-12-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,40.1,,,,1
1986-12-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,31.7,,,,1
1986-12-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,39.7,,,,1
1986-12-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,31.3,,,,1
1986-12-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,29.1,,,,1
1986-12-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,80.1,,,,1
1987-01-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,53.9,,,,1
1987-01-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1987-01-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,51,,,,1
1987-01-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,76.5,,,,1
1987-01-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,44.8,,,,1
1987-01-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,40.7,,,,1
1987-01-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,31.7,,,,1
1987-01-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,39.7,,,,1
1987-01-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,31.3,,,,1
1987-01-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,29.1,,,,1
1987-01-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,80.1,,,,1
1987-02-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,54.5,,,,1
1987-02-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1987-02-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,51.1,,,,1
1987-02-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,79,,,,1
1987-02-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,45.3,,,,1
1987-02-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,42,,,,1
1987-02-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,31.9,,,,1
1987-02-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,40.2,,,,1
1987-02-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,31.4,,,,1
1987-02-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,29.3,,,,1
1987-02-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,81.8,,,,1
1987-03-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,54.6,,,,1
1987-03-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1987-03-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,51.1,,,,1
1987-03-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,79,,,,1
1987-03-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,46.2,,,,1
1987-03-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,43.9,,,,1
1987-03-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,32.1,,,,1
1987-03-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,40.4,,,,1
1987-03-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,31.5,,,,1
1987-03-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,29.5,,,,1
1987-03-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,82.8,,,,1
1987-04-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,54.6,,,,1
1987-04-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1987-04-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,51.1,,,,1
1987-04-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,79,,,,1
1987-04-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,46.8,,,,1
1987-04-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,44.7,,,,1
1987-04-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,32.3,,,,1
1987-04-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,40.6,,,,1
1987-04-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,31.5,,,,1
1987-04-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,29.6,,,,1
1987-04-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,83,,,,1
1987-05-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,55.1,,,,1
1987-05-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1987-05-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,51.9,,,,1
1987-05-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,79,,,,1
1987-05-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,47.2,,,,1
1987-05-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.3,,,,1
1987-05-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,32.2,,,,1
1987-05-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,40.4,,,,1
1987-05-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,31.6,,,,1
1987-05-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,29.6,,,,1
1987-05-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,83.1,,,,1
1987-06-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,55.3,,,,1
1987-06-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1987-06-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,52.1,,,,1
1987-06-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,79,,,,1
1987-06-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,47.5,,,,1
1987-06-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.6,,,,1
1987-06-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,32.3,,,,1
1987-06-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,40.4,,,,1
1987-06-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,31.8,,,,1
1987-06-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,29.7,,,,1
1987-06-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,83.1,,,,1
1987-07-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,55.3,,,,1
1987-07-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1987-07-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,52.1,,,,1
1987-07-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,79,,,,1
1987-07-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,47.7,,,,1
1987-07-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.8,,,,1
1987-07-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,32.4,,,,1
1987-07-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,40.4,,,,1
1987-07-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,31.9,,,,1
1987-07-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,29.8,,,,1
1987-07-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,83.2,,,,1
1987-08-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,55.4,,,,1
1987-08-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1987-08-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,52.2,,,,1
1987-08-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,79,,,,1
1987-08-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,48.3,,,,1
1987-08-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.9,,,,1
1987-08-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,32.5,,,,1
1987-08-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,40.4,,,,1
1987-08-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,31.9,,,,1
1987-08-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,30,,,,1
1987-08-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,83.9,,,,1
1987-09-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,55.5,,,,1
1987-09-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1987-09-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,52.5,,,,1
1987-09-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,79,,,,1
1987-09-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,48.8,,,,1
1987-09-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,45.9,,,,1
1987-09-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,32.7,,,,1
1987-09-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,40.7,,,,1
1987-09-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,32,,,,1
1987-09-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,30.2,,,,1
1987-09-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,84.8,,,,1
1987-10-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,55.6,,,,1
1987-10-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1987-10-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,52.5,,,,1
1987-10-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,79,,,,1
1987-10-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,49,,,,1
1987-10-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46,,,,1
1987-10-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,32.8,,,,1
1987-10-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,40.6,,,,1
1987-10-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,32,,,,1
1987-10-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,30.5,,,,1
1987-10-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,84.8,,,,1
1987-11-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,55.7,,,,1
1987-11-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1987-11-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,52.7,,,,1
1987-11-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,79,,,,1
1987-11-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,49.4,,,,1
1987-11-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.1,,,,1
1987-11-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,32.8,,,,1
1987-11-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,40.6,,,,1
1987-11-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,32.1,,,,1
1987-11-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,30.4,,,,1
1987-11-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,85,,,,1
1987-12-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,55.7,,,,1
1987-12-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1987-12-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,52.7,,,,1
1987-12-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,79,,,,1
1987-12-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,49.6,,,,1
1987-12-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.2,,,,1
1987-12-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,32.8,,,,1
1987-12-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,40.6,,,,1
1987-12-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,32.1,,,,1
1987-12-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,30.5,,,,1
1987-12-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,85,,,,1
1988-01-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,55.7,,,,1
1988-01-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1988-01-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,52.7,,,,1
1988-01-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,79,,,,1
1988-01-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,50.1,,,,1
1988-01-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.1,,,,1
1988-01-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,33.1,,,,1
1988-01-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,40.6,,,,1
1988-01-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,32.1,,,,1
1988-01-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,30.9,,,,1
1988-01-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,85.4,,,,1
1988-02-01,Atlantic Region,2016A00011,House only,"Index, 201612=100",347,units,0,v111955446,2.2,56,,,,1
1988-02-01,Prince Edward Island,2016A000211,House only,"Index, 201612=100",347,units,0,v111955455,5.2,,..,,,1
1988-02-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",347,units,0,v111955461,7.2,53.3,,,,1
1988-02-01,New Brunswick,2016A000213,House only,"Index, 201612=100",347,units,0,v111955467,9.2,79,,,,1
1988-02-01,Quebec,2016A000224,House only,"Index, 201612=100",347,units,0,v111955473,11.2,50.3,,,,1
1988-02-01,Ontario,2016A000235,House only,"Index, 201612=100",347,units,0,v111955491,17.2,46.7,,,,1
1988-02-01,Prairie Region,2016A00014,House only,"Index, 201612=100",347,units,0,v111955524,28.2,33.1,,,,1
1988-02-01,Manitoba,2016A000246,House only,"Index, 201612=100",347,units,0,v111955527,29.2,40.8,,,,1
1988-02-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",347,units,0,v111955533,31.2,32,,,,1
1988-02-01,Alberta,2016A000248,House only,"Index, 201612=100",347,units,0,v111955542,34.2,30.9,,,,1
1988-02-01,British Columbia,2016A000259,House only,"Index, 201612=100",347,units,0,v111955551,37.2,86.6,,,,1
